PERMNO,date,RET
14593,2022-07-01,0.016164
14593,2022-07-05,0.018930
14593,2022-07-06,0.009607
14593,2022-07-07,0.023999
14593,2022-07-08,0.004715
14593,2022-07-11,-0.014758
14593,2022-07-12,0.006834
14593,2022-07-13,-0.002537
14593,2022-07-14,0.020482
14593,2022-07-15,0.011450
14593,2022-07-18,-0.020643
14593,2022-07-19,0.026722
14593,2022-07-20,0.013510
14593,2022-07-21,0.015094
14593,2022-07-22,-0.008111
14593,2022-07-25,-0.007398
14593,2022-07-26,-0.008826
14593,2022-07-27,0.034235
14593,2022-07-28,0.003572
14593,2022-07-29,0.032793
14593,2022-08-01,-0.006153
14593,2022-08-02,-0.009287
14593,2022-08-03,0.038248
14593,2022-08-04,-0.001926
14593,2022-08-05,-0.001387
14593,2022-08-08,-0.002903
14593,2022-08-09,0.000303
14593,2022-08-10,0.026195
14593,2022-08-11,-0.004432
14593,2022-08-12,0.021426
14593,2022-08-15,0.006334
14593,2022-08-16,-0.000924
14593,2022-08-17,0.008785
14593,2022-08-18,-0.002292
14593,2022-08-19,-0.015102
14593,2022-08-22,-0.023029
14593,2022-08-23,-0.002029
14593,2022-08-24,0.001794
14593,2022-08-25,0.014923
14593,2022-08-26,-0.037699
14593,2022-08-29,-0.013690
14593,2022-08-30,-0.015305
14593,2022-08-31,-0.010635
14593,2022-09-01,0.004707
14593,2022-09-02,-0.013611
14593,2022-09-06,-0.008215
14593,2022-09-07,0.009254
14593,2022-09-08,-0.009618
14593,2022-09-09,0.018840
14593,2022-09-12,0.038508
14593,2022-09-13,-0.058680
14593,2022-09-14,0.009555
14593,2022-09-15,-0.018930
14593,2022-09-16,-0.010960
14593,2022-09-19,0.025083
14593,2022-09-20,0.015665
14593,2022-09-21,-0.020268
14593,2022-09-22,-0.006375
14593,2022-09-23,-0.015124
14593,2022-09-26,0.002260
14593,2022-09-27,0.006566
14593,2022-09-28,-0.012652
14593,2022-09-29,-0.049119
14593,2022-09-30,-0.030039
14593,2022-10-03,0.030753
14593,2022-10-04,0.025623
14593,2022-10-05,0.002053
14593,2022-10-06,-0.006626
14593,2022-10-07,-0.036719
14593,2022-10-10,0.002356
14593,2022-10-11,-0.010255
14593,2022-10-12,-0.004605
14593,2022-10-13,0.033613
14593,2022-10-14,-0.032240
14593,2022-10-17,0.029123
14593,2022-10-18,0.009409
14593,2022-10-19,0.000765
14593,2022-10-20,-0.003267
14593,2022-10-21,0.027059
14593,2022-10-24,0.014803
14593,2022-10-25,0.019338
14593,2022-10-26,-0.019627
14593,2022-10-27,-0.030465
14593,2022-10-28,0.075553
14593,2022-10-31,-0.015410
14593,2022-11-01,-0.017543
14593,2022-11-02,-0.037305
14593,2022-11-03,-0.042405
14593,2022-11-04,-0.001944
14593,2022-11-07,0.003902
14593,2022-11-08,0.004175
14593,2022-11-09,-0.033190
14593,2022-11-10,0.088975
14593,2022-11-11,0.019269
14593,2022-11-14,-0.009486
14593,2022-11-15,0.011869
14593,2022-11-16,-0.008331
14593,2022-11-17,0.012971
14593,2022-11-18,0.003782
14593,2022-11-21,-0.021680
14593,2022-11-22,0.014661
14593,2022-11-23,0.005926
14593,2022-11-25,-0.019594
14593,2022-11-28,-0.026264
14593,2022-11-29,-0.021148
14593,2022-11-30,0.048594
14593,2022-12-01,0.001892
14593,2022-12-02,-0.003371
14593,2022-12-05,-0.007983
14593,2022-12-06,-0.025370
14593,2022-12-07,-0.013785
14593,2022-12-08,0.012133
14593,2022-12-09,-0.003435
14593,2022-12-12,0.016390
14593,2022-12-13,0.006782
14593,2022-12-14,-0.015536
14593,2022-12-15,-0.046854
14593,2022-12-16,-0.014579
14593,2022-12-19,-0.015910
14593,2022-12-20,-0.000529
14593,2022-12-21,0.023809
14593,2022-12-22,-0.023773
14593,2022-12-23,-0.002798
14593,2022-12-27,-0.013878
14593,2022-12-28,-0.030685
14593,2022-12-29,0.028324
14593,2022-12-30,0.002469
14593,2023-01-03,-0.037405
14593,2023-01-04,0.010314
14593,2023-01-05,-0.010605
14593,2023-01-06,0.036794
14593,2023-01-09,0.004089
14593,2023-01-10,0.004456
14593,2023-01-11,0.021112
14593,2023-01-12,-0.000599
14593,2023-01-13,0.010119
14593,2023-01-17,0.008756
14593,2023-01-18,-0.005370
14593,2023-01-19,0.000444
14593,2023-01-20,0.019221
14593,2023-01-23,0.023500
14593,2023-01-24,0.010063
14593,2023-01-25,-0.004701
14593,2023-01-26,0.014803
14593,2023-01-27,0.013684
14593,2023-01-30,-0.020078
14593,2023-01-31,0.009021
14593,2023-02-01,0.007901
14593,2023-02-02,0.037063
14593,2023-02-03,0.024400
14593,2023-02-06,-0.017929
14593,2023-02-07,0.019245
14593,2023-02-08,-0.017653
14593,2023-02-09,-0.006912
14593,2023-02-10,0.002452
14593,2023-02-13,0.018807
14593,2023-02-14,-0.004225
14593,2023-02-15,0.013903
14593,2023-02-16,-0.010429
14593,2023-02-17,-0.007547
14593,2023-02-21,-0.026680
14593,2023-02-22,0.002896
14593,2023-02-23,0.003291
14593,2023-02-24,-0.018005
14593,2023-02-27,0.008248
14593,2023-02-28,-0.003448
14593,2023-03-01,-0.014246
14593,2023-03-02,0.004129
14593,2023-03-03,0.035090
14593,2023-03-06,0.018539
14593,2023-03-07,-0.014496
14593,2023-03-08,0.008377
14593,2023-03-09,-0.014915
14593,2023-03-10,-0.013879
14593,2023-03-13,0.013266
14593,2023-03-14,0.014089
14593,2023-03-15,0.002621
14593,2023-03-16,0.018694
14593,2023-03-17,-0.005454
14593,2023-03-20,0.015484
14593,2023-03-21,0.011944
14593,2023-03-22,-0.009103
14593,2023-03-23,0.006969
14593,2023-03-24,0.008306
14593,2023-03-27,-0.012293
14593,2023-03-28,-0.003980
14593,2023-03-29,0.019791
14593,2023-03-30,0.009890
14593,2023-03-31,0.015644
14593,2023-04-03,0.007702
14593,2023-04-04,-0.003250
14593,2023-04-05,-0.011290
14593,2023-04-06,0.005496
14593,2023-04-10,-0.015972
14593,2023-04-11,-0.007591
14593,2023-04-12,-0.004353
14593,2023-04-13,0.034104
14593,2023-04-14,-0.002114
14593,2023-04-17,0.000121
14593,2023-04-18,0.007505
14593,2023-04-19,0.006968
14593,2023-04-20,-0.005846
14593,2023-04-21,-0.009781
14593,2023-04-24,0.001879
14593,2023-04-25,-0.009436
14593,2023-04-26,-0.000061
14593,2023-04-27,0.028395
14593,2023-04-28,0.007541
14593,2023-05-01,-0.000530
14593,2023-05-02,-0.006191
14593,2023-05-03,-0.006467
14593,2023-05-04,-0.009913
14593,2023-05-05,0.046927
14593,2023-05-08,-0.000403
14593,2023-05-09,-0.009971
14593,2023-05-10,0.010392
14593,2023-05-11,0.001124
14593,2023-05-12,-0.005410
14593,2023-05-15,-0.002897
14593,2023-05-16,0.000000
14593,2023-05-17,0.003603
14593,2023-05-18,0.013666
14593,2023-05-19,0.000628
14593,2023-05-22,-0.005481
14593,2023-05-23,-0.015155
14593,2023-05-24,0.001632
14593,2023-05-25,0.006692
14593,2023-05-26,0.014105
14593,2023-05-30,0.010660
14593,2023-05-31,-0.000282
14593,2023-06-01,0.016023
14593,2023-06-02,0.004775
14593,2023-06-05,-0.007571
14593,2023-06-06,-0.002060
14593,2023-06-07,-0.007756
14593,2023-06-08,0.015465
14593,2023-06-09,0.002160
14593,2023-06-12,0.015639
14593,2023-06-13,-0.002612
14593,2023-06-14,0.003491
14593,2023-06-15,0.011199
14593,2023-06-16,-0.005860
14593,2023-06-20,0.000487
14593,2023-06-21,-0.005675
14593,2023-06-22,0.016525
14593,2023-06-23,-0.001711
14593,2023-06-26,-0.007553
14593,2023-06-27,0.015059
14593,2023-06-28,0.006328
14593,2023-06-29,0.001797
14593,2023-06-30,0.023103
14593,2023-07-03,-0.007785
14593,2023-07-05,-0.005871
14593,2023-07-06,0.002509
14593,2023-07-07,-0.005891
14593,2023-07-10,-0.010856
14593,2023-07-11,-0.002810
14593,2023-07-12,0.008986
14593,2023-07-13,0.004057
14593,2023-07-14,0.000787
14593,2023-07-17,0.017306
14593,2023-07-18,-0.001340
14593,2023-07-19,0.007072
14593,2023-07-20,-0.010097
14593,2023-07-21,-0.006162
14593,2023-07-24,0.004220
14593,2023-07-25,0.004514
14593,2023-07-26,0.004545
14593,2023-07-27,-0.006581
14593,2023-07-28,0.013508
14593,2023-07-31,0.003166
14593,2023-08-01,-0.004301
14593,2023-08-02,-0.015465
14593,2023-08-03,-0.007322
14593,2023-08-04,-0.048020
14593,2023-08-07,-0.017254
14593,2023-08-08,0.005312
14593,2023-08-09,-0.008954
14593,2023-08-10,-0.001235
14593,2023-08-11,0.000337
14593,2023-08-14,0.009393
14593,2023-08-15,-0.011200
14593,2023-08-16,-0.004959
14593,2023-08-17,-0.014555
14593,2023-08-18,0.002816
14593,2023-08-21,0.007737
14593,2023-08-22,0.007905
14593,2023-08-23,0.021949
14593,2023-08-24,-0.026170
14593,2023-08-25,0.012643
14593,2023-08-28,0.008846
14593,2023-08-29,0.021810
14593,2023-08-30,0.019172
14593,2023-08-31,0.001172
14593,2023-09-01,0.008463
14593,2023-09-05,0.001267
14593,2023-09-06,-0.035793
14593,2023-09-07,-0.029249
14593,2023-09-08,0.003492
14593,2023-09-11,0.006623
14593,2023-09-12,-0.017061
14593,2023-09-13,-0.011855
14593,2023-09-14,0.008782
14593,2023-09-15,-0.004154
14593,2023-09-18,0.016913
14593,2023-09-19,0.006181
14593,2023-09-20,-0.019992
14593,2023-09-21,-0.008889
14593,2023-09-22,0.004945
14593,2023-09-25,0.007380
14593,2023-09-26,-0.023398
14593,2023-09-27,-0.008897
14593,2023-09-28,0.001526
14593,2023-09-29,0.003046
14593,2023-10-02,0.014836
14593,2023-10-03,-0.007770
14593,2023-10-04,0.007309
14593,2023-10-05,0.007198
14593,2023-10-06,0.014750
14593,2023-10-09,0.008451
14593,2023-10-10,-0.003352
14593,2023-10-11,0.007904
14593,2023-10-12,0.005061
14593,2023-10-13,-0.010293
14593,2023-10-16,-0.000727
14593,2023-10-17,-0.008785
14593,2023-10-18,-0.007395
14593,2023-10-19,-0.002161
14593,2023-10-20,-0.014704
14593,2023-10-23,0.000694
14593,2023-10-24,0.002543
14593,2023-10-25,-0.013492
14593,2023-10-26,-0.024606
14593,2023-10-27,0.007969
14593,2023-10-30,0.012305
14593,2023-10-31,0.002819
14593,2023-11-01,0.018739
14593,2023-11-02,0.020693
14593,2023-11-03,-0.005181
14593,2023-11-06,0.014605
14593,2023-11-07,0.014451
14593,2023-11-08,0.005885
14593,2023-11-09,-0.002625
14593,2023-11-10,0.023189
14593,2023-11-13,-0.008584
14593,2023-11-14,0.014286
14593,2023-11-15,0.003041
14593,2023-11-16,0.009042
14593,2023-11-17,-0.000105
14593,2023-11-20,0.009278
14593,2023-11-21,-0.004231
14593,2023-11-22,0.003514
14593,2023-11-24,-0.007004
14593,2023-11-27,-0.000948
14593,2023-11-28,0.003214
14593,2023-11-29,-0.005410
14593,2023-11-30,0.003063
14593,2023-12-01,0.006791
14593,2023-12-04,-0.009465
14593,2023-12-05,0.021063
14593,2023-12-06,-0.005687
14593,2023-12-07,0.010139
14593,2023-12-08,0.007412
14593,2023-12-11,-0.012927
14593,2023-12-12,0.007920
14593,2023-12-13,0.016691
14593,2023-12-14,0.000758
14593,2023-12-15,-0.002726
14593,2023-12-18,-0.008503
14593,2023-12-19,0.005360
14593,2023-12-20,-0.010714
14593,2023-12-21,-0.000770
14593,2023-12-22,-0.005547
14593,2023-12-26,-0.002841
14593,2023-12-27,0.000518
14593,2023-12-28,0.002226
14593,2023-12-29,-0.005424
14593,2024-01-02,-0.035787
14593,2024-01-03,-0.007488
14593,2024-01-04,-0.012700
14593,2024-01-05,-0.004013
14593,2024-01-08,0.024175
14593,2024-01-09,-0.002263
14593,2024-01-10,0.005671
14593,2024-01-11,-0.003223
14593,2024-01-12,0.001778
14593,2024-01-16,-0.012317
14593,2024-01-17,-0.005174
14593,2024-01-18,0.032571
14593,2024-01-19,0.015533
14593,2024-01-22,0.012163
14593,2024-01-23,0.006653
14593,2024-01-24,-0.003484
14593,2024-01-25,-0.001697
14593,2024-01-26,-0.009013
14593,2024-01-29,-0.003586
14593,2024-01-30,-0.019246
14593,2024-01-31,-0.019358
14593,2024-02-01,0.013341
14593,2024-02-02,-0.005405
14593,2024-02-05,0.009847
14593,2024-02-06,0.008632
14593,2024-02-07,0.000581
14593,2024-02-08,-0.005755
14593,2024-02-09,0.004089
14593,2024-02-12,-0.009002
14593,2024-02-13,-0.011274
14593,2024-02-14,-0.004810
14593,2024-02-15,-0.001575
14593,2024-02-16,-0.008430
14593,2024-02-20,-0.004114
14593,2024-02-21,0.004186
14593,2024-02-22,0.011244
14593,2024-02-23,-0.010034
14593,2024-02-26,-0.007451
14593,2024-02-27,0.008114
14593,2024-02-28,-0.006625
14593,2024-02-29,-0.003693
14593,2024-03-01,-0.006030
14593,2024-03-04,-0.025381
14593,2024-03-05,-0.028441
14593,2024-03-06,-0.005878
14593,2024-03-07,-0.000710
14593,2024-03-08,0.010237
14593,2024-03-11,0.011832
14593,2024-03-12,0.002779
14593,2024-03-13,-0.012123
14593,2024-03-14,0.010927
14593,2024-03-15,-0.002197
14593,2024-03-18,0.006372
14593,2024-03-19,0.013585
14593,2024-03-20,0.014709
14593,2024-03-21,-0.040857
14593,2024-03-22,0.005310
14593,2024-03-25,-0.008300
14593,2024-03-26,-0.006673
14593,2024-03-27,0.021213
14593,2024-03-28,-0.010559
14593,2024-04-01,-0.008456
14593,2024-04-02,-0.006999
14593,2024-04-03,0.004797
14593,2024-04-04,-0.004892
14593,2024-04-05,0.004502
14593,2024-04-08,-0.006664
14593,2024-04-09,0.007243
14593,2024-04-10,-0.011139
14593,2024-04-11,0.043271
14593,2024-04-12,0.008627
14593,2024-04-15,-0.021863
14593,2024-04-16,-0.019167
14593,2024-04-17,-0.008147
14593,2024-04-18,-0.005714
14593,2024-04-19,-0.012213
14593,2024-04-22,0.005091
14593,2024-04-23,0.006392
14593,2024-04-24,0.012702
14593,2024-04-25,0.005147
14593,2024-04-26,-0.003473
14593,2024-04-29,0.024808
14593,2024-04-30,-0.018271
14593,2024-05-01,-0.006047
14593,2024-05-02,0.022032
14593,2024-05-03,0.059816
14593,2024-05-06,-0.009107
14593,2024-05-07,0.003797
14593,2024-05-08,0.001864
14593,2024-05-09,0.010014
14593,2024-05-10,-0.006881
14593,2024-05-13,0.017645
14593,2024-05-14,0.006173
14593,2024-05-15,0.012218
14593,2024-05-16,0.000632
14593,2024-05-17,0.000158
14593,2024-05-20,0.006162
14593,2024-05-21,0.006857
14593,2024-05-22,-0.007538
14593,2024-05-23,-0.021058
14593,2024-05-24,0.016588
14593,2024-05-28,0.000053
14593,2024-05-29,0.001579
14593,2024-05-30,0.005255
14593,2024-05-31,0.005019
14593,2024-06-03,0.009259
14593,2024-06-04,0.001649
14593,2024-06-05,0.007821
14593,2024-06-06,-0.007097
14593,2024-06-07,0.012392
14593,2024-06-10,-0.019148
14593,2024-06-11,0.072649
14593,2024-06-12,0.028578
14593,2024-06-13,0.005491
14593,2024-06-14,-0.008168
14593,2024-06-17,0.019671
14593,2024-06-18,-0.010984
14593,2024-06-20,-0.021513
14593,2024-06-21,-0.010444
14593,2024-06-24,0.003133
14593,2024-06-25,0.004468
14593,2024-06-26,0.019993
14593,2024-06-27,0.003986
14593,2024-06-28,-0.016254
14593,2024-07-01,0.029105
14593,2024-07-02,0.016240
14593,2024-07-03,0.005811
14593,2024-07-05,0.021620
14593,2024-07-08,0.006539
14593,2024-07-09,0.003775
14593,2024-07-10,0.018804
14593,2024-07-11,-0.023221
14593,2024-07-12,0.013051
14593,2024-07-15,0.016743
14593,2024-07-16,0.001792
14593,2024-07-17,-0.025296
14593,2024-07-18,-0.020535
14593,2024-07-19,0.000580
14593,2024-07-22,-0.001560
14593,2024-07-23,0.004688
14593,2024-07-24,-0.028754
14593,2024-07-25,-0.004805
14593,2024-07-26,0.002161
14593,2024-07-29,0.001285
14593,2024-07-30,0.002566
14593,2024-07-31,0.014991
14593,2024-08-01,-0.016751
14593,2024-08-02,0.006869
14593,2024-08-05,-0.048167
14593,2024-08-06,-0.009748
14593,2024-08-07,0.012498
14593,2024-08-08,0.016633
14593,2024-08-09,0.013736
14593,2024-08-12,0.007122
14593,2024-08-13,0.017193
14593,2024-08-14,0.002034
14593,2024-08-15,0.013531
14593,2024-08-16,0.005918
14593,2024-08-19,-0.000708
14593,2024-08-20,0.002745
14593,2024-08-21,-0.000486
14593,2024-08-22,-0.008260
14593,2024-08-23,0.010288
14593,2024-08-26,0.001499
14593,2024-08-27,0.003742
14593,2024-08-28,-0.006753
14593,2024-08-29,0.014570
14593,2024-08-30,-0.003438
14593,2024-09-03,-0.027205
14593,2024-09-04,-0.008619
14593,2024-09-05,0.006928
14593,2024-09-06,-0.007015
14593,2024-09-09,0.000408
14593,2024-09-10,-0.003621
14593,2024-09-11,0.011585
14593,2024-09-12,0.000494
14593,2024-09-13,-0.001212
14593,2024-09-16,-0.027775
14593,2024-09-17,0.002173
14593,2024-09-18,0.017990
14593,2024-09-19,0.037066
14593,2024-09-20,-0.002927
14593,2024-09-23,-0.007581
14593,2024-09-24,0.003974
14593,2024-09-25,-0.004398
14593,2024-09-26,0.005080
14593,2024-09-27,0.001187
14593,2024-09-30,0.022872
14593,2024-10-01,-0.029142
14593,2024-10-02,0.002520
14593,2024-10-03,-0.004895
14593,2024-10-04,0.005007
14593,2024-10-07,-0.022531
14593,2024-10-08,0.018404
14593,2024-10-09,0.016698
14593,2024-10-10,-0.002178
14593,2024-10-11,-0.006505
14593,2024-10-14,0.016480
14593,2024-10-15,0.011025
14593,2024-10-16,-0.008852
14593,2024-10-17,0.001596
14593,2024-10-18,0.012277
14593,2024-10-21,0.006298
14593,2024-10-22,-0.002622
14593,2024-10-23,-0.021623
14593,2024-10-24,-0.000823
14593,2024-10-25,0.003643
14593,2024-10-28,0.008599
14593,2024-10-29,0.001157
14593,2024-10-30,-0.015278
14593,2024-10-31,-0.018209
14593,2024-11-01,-0.013280
14593,2024-11-04,-0.004038
14593,2024-11-05,0.006486
14593,2024-11-06,-0.003267
14593,2024-11-07,0.021372
14593,2024-11-08,-0.001187
14593,2024-11-11,-0.012029
14593,2024-11-12,0.000000
14593,2024-11-13,0.003969
14593,2024-11-14,0.013770
14593,2024-11-15,-0.014109
14593,2024-11-18,0.013422
14593,2024-11-19,0.001140
14593,2024-11-20,0.003154
14593,2024-11-21,-0.002096
14593,2024-11-22,0.005908
14593,2024-11-25,0.013051
14593,2024-11-26,0.009404
14593,2024-11-27,-0.000553
14593,2024-11-29,0.010216
14593,2024-12-02,0.009523
14593,2024-12-03,0.012772
14593,2024-12-04,0.001484
14593,2024-12-05,0.000123
14593,2024-12-06,-0.000823
14593,2024-12-09,0.016101
14593,2024-12-10,0.004134
14593,2024-12-11,-0.005166
14593,2024-12-12,0.005964
14593,2024-12-13,0.000686
14593,2024-12-16,0.011728
14593,2024-12-17,0.009720
14593,2024-12-18,-0.021422
14593,2024-12-19,0.007015
14593,2024-12-20,0.018816
14593,2024-12-23,0.003065
14593,2024-12-24,0.011478
14593,2024-12-26,0.003176
14593,2024-12-27,-0.013242
14593,2024-12-30,-0.013263
14593,2024-12-31,-0.007058
14655,2019-01-02,0.016245
14655,2019-01-03,-0.043253
14655,2019-01-04,0.094349
14655,2019-01-07,0.022003
14655,2019-01-08,0.008348
14655,2019-01-09,0.032244
14655,2019-01-10,-0.012241
14655,2019-01-11,-0.022222
14655,2019-01-14,-0.036713
14655,2019-01-15,0.009528
14655,2019-01-16,0.003596
14655,2019-01-17,-0.008509
14655,2019-01-18,0.050587
14655,2019-01-22,-0.067928
14655,2019-01-23,0.013376
14655,2019-01-24,0.005917
14655,2019-01-25,0.069231
14655,2019-01-28,0.003809
14655,2019-01-29,-0.008432
14655,2019-01-30,0.047619
14655,2019-01-31,0.008523
14655,2019-02-01,-0.008853
14655,2019-02-04,-0.013804
14655,2019-02-05,0.046521
14655,2019-02-06,-0.012195
14655,2019-02-07,-0.045002
14655,2019-02-08,0.000417
14655,2019-02-11,0.012088
14655,2019-02-12,0.016474
14655,2019-02-13,-0.002836
14655,2019-02-14,-0.011378
14655,2019-02-15,-0.015208
14655,2019-02-19,0.028381
14655,2019-02-20,0.001623
14655,2019-02-21,-0.016613
14655,2019-02-22,0.069221
14655,2019-02-25,0.009249
14655,2019-02-26,0.015273
14655,2019-02-27,-0.023317
14655,2019-02-28,0.067000
14655,2019-03-01,0.036810
14655,2019-03-04,0.005569
14655,2019-03-05,0.015922
14655,2019-03-06,-0.010903
14655,2019-03-07,-0.040992
14655,2019-03-08,-0.028376
14655,2019-03-11,0.021072
14655,2019-03-12,0.017741
14655,2019-03-13,0.000711
14655,2019-03-14,-0.008532
14655,2019-03-15,0.001434
14655,2019-03-18,0.007519
14655,2019-03-19,0.006041
14655,2019-03-20,-0.008124
14655,2019-03-21,0.024217
14655,2019-03-22,-0.026426
14655,2019-03-25,0.013929
14655,2019-03-26,0.014794
14655,2019-03-27,0.012149
14655,2019-03-28,0.008573
14655,2019-03-29,0.025162
14655,2019-04-01,0.036816
14655,2019-04-02,-0.031030
14655,2019-04-03,0.000660
14655,2019-04-04,-0.001980
14655,2019-04-05,0.032727
14655,2019-04-08,-0.014405
14655,2019-04-09,0.003573
14655,2019-04-10,-0.023625
14655,2019-04-11,0.000994
14655,2019-04-12,0.012252
14655,2019-04-15,-0.029768
14655,2019-04-16,0.008429
14655,2019-04-17,-0.002006
14655,2019-04-18,0.005360
14655,2019-04-22,-0.011996
14655,2019-04-23,0.004385
14655,2019-04-24,-0.004030
14655,2019-04-25,-0.014498
14655,2019-04-26,-0.003421
14655,2019-04-29,0.025232
14655,2019-04-30,0.013561
14655,2019-05-01,-0.002313
14655,2019-05-02,-0.006954
14655,2019-05-03,0.002001
14655,2019-05-06,-0.044925
14655,2019-05-07,-0.054704
14655,2019-05-08,-0.008846
14655,2019-05-09,0.023057
14655,2019-05-10,0.023991
14655,2019-05-13,0.000355
14655,2019-05-14,0.052874
14655,2019-05-15,0.025952
14655,2019-05-16,0.000657
14655,2019-05-17,-0.037754
14655,2019-05-20,-0.032412
14655,2019-05-21,0.024330
14655,2019-05-22,-0.028227
14655,2019-05-23,-0.054198
14655,2019-05-24,-0.014232
14655,2019-05-28,-0.001900
14655,2019-05-29,-0.009897
14655,2019-05-30,0.013072
14655,2019-05-31,-0.022391
14655,2019-06-03,0.000000
14655,2019-06-04,0.040373
14655,2019-06-05,-0.022761
14655,2019-06-06,0.001909
14655,2019-06-07,0.021341
14655,2019-06-10,0.017164
14655,2019-06-11,0.027146
14655,2019-06-12,-0.027143
14655,2019-06-13,0.011013
14655,2019-06-14,-0.017792
14655,2019-06-17,0.010351
14655,2019-06-18,0.034029
14655,2019-06-19,0.014154
14655,2019-06-20,0.016050
14655,2019-06-21,-0.002060
14655,2019-06-24,-0.005162
14655,2019-06-25,-0.014182
14655,2019-06-26,0.057544
14655,2019-06-27,0.004977
14655,2019-06-28,0.000000
14655,2019-07-01,0.029713
14655,2019-07-02,0.008336
14655,2019-07-03,0.001590
14655,2019-07-05,-0.014921
14655,2019-07-08,-0.014824
14655,2019-07-09,0.005888
14655,2019-07-10,-0.001301
14655,2019-07-11,-0.006512
14655,2019-07-12,0.018682
14655,2019-07-15,-0.001609
14655,2019-07-16,-0.009990
14655,2019-07-17,-0.000326
14655,2019-07-18,-0.004233
14655,2019-07-19,0.013407
14655,2019-07-22,-0.010649
14655,2019-07-23,0.038813
14655,2019-07-24,0.010989
14655,2019-07-25,-0.011491
14655,2019-07-26,-0.008797
14655,2019-07-29,-0.005071
14655,2019-07-30,-0.030902
14655,2019-07-31,-0.016765
14655,2019-08-01,-0.043464
14655,2019-08-02,-0.020972
14655,2019-08-05,-0.065691
14655,2019-08-06,0.011846
14655,2019-08-07,0.003399
14655,2019-08-08,0.036507
14655,2019-08-09,-0.015977
14655,2019-08-12,0.002214
14655,2019-08-13,0.128866
14655,2019-08-14,-0.033594
14655,2019-08-15,0.017887
14655,2019-08-16,0.037467
14655,2019-08-19,0.009268
14655,2019-08-20,-0.005066
14655,2019-08-21,-0.021642
14655,2019-08-22,-0.040664
14655,2019-08-23,-0.024415
14655,2019-08-26,0.033716
14655,2019-08-27,0.006052
14655,2019-08-28,0.012701
14655,2019-08-29,0.014521
14655,2019-08-30,-0.007807
14655,2019-09-03,-0.034426
14655,2019-09-04,0.014601
14655,2019-09-05,0.032129
14655,2019-09-06,0.007782
14655,2019-09-09,0.012870
14655,2019-09-10,-0.019377
14655,2019-09-11,0.006479
14655,2019-09-12,0.014483
14655,2019-09-13,-0.009201
14655,2019-09-16,-0.012168
14655,2019-09-17,0.010373
14655,2019-09-18,-0.004171
14655,2019-09-19,0.000322
14655,2019-09-20,-0.003543
14655,2019-09-23,-0.019716
14655,2019-09-24,-0.030333
14655,2019-09-25,0.019721
14655,2019-09-26,-0.013671
14655,2019-09-27,-0.059500
14655,2019-09-30,0.014019
14655,2019-10-01,-0.000709
14655,2019-10-02,-0.004612
14655,2019-10-03,0.026372
14655,2019-10-04,0.006597
14655,2019-10-07,-0.004829
14655,2019-10-08,-0.038822
14655,2019-10-09,0.023440
14655,2019-10-10,0.007047
14655,2019-10-11,0.039538
14655,2019-10-14,0.004039
14655,2019-10-15,0.039222
14655,2019-10-16,0.007742
14655,2019-10-17,-0.016005
14655,2019-10-18,-0.026350
14655,2019-10-21,0.036752
14655,2019-10-22,-0.024492
14655,2019-10-23,0.016188
14655,2019-10-24,-0.001300
14655,2019-10-25,0.014323
14655,2019-10-28,0.018293
14655,2019-10-29,0.001576
14655,2019-10-30,-0.002832
14655,2019-10-31,-0.017040
14655,2019-11-01,0.010915
14655,2019-11-04,0.051762
14655,2019-11-05,-0.004227
14655,2019-11-06,-0.003335
14655,2019-11-07,0.012473
14655,2019-11-08,-0.001502
14655,2019-11-11,-0.000602
14655,2019-11-12,0.010840
14655,2019-11-13,-0.005958
14655,2019-11-14,0.005993
14655,2019-11-15,-0.000596
14655,2019-11-18,-0.022355
14655,2019-11-19,-0.010976
14655,2019-11-20,-0.023428
14655,2019-11-21,0.015467
14655,2019-11-22,-0.006839
14655,2019-11-25,0.021596
14655,2019-11-26,0.006740
14655,2019-11-27,0.008825
14655,2019-11-29,-0.015083
14655,2019-12-02,-0.011026
14655,2019-12-03,-0.008052
14655,2019-12-04,-0.014674
14655,2019-12-05,0.031052
14655,2019-12-06,0.011985
14655,2019-12-09,0.009718
14655,2019-12-10,0.000301
14655,2019-12-11,-0.000601
14655,2019-12-12,0.017449
14655,2019-12-13,0.005322
14655,2019-12-16,0.018824
14655,2019-12-17,0.001443
14655,2019-12-18,-0.007207
14655,2019-12-19,0.009872
14655,2019-12-20,0.015239
14655,2019-12-23,0.026904
14655,2019-12-24,0.000552
14655,2019-12-26,-0.001102
14655,2019-12-27,-0.008554
14655,2019-12-30,-0.014751
14655,2019-12-31,-0.004802
14655,2020-01-02,0.070962
14655,2020-01-03,0.006891
14655,2020-01-06,0.000263
14655,2020-01-07,0.008421
14655,2020-01-08,-0.000522
14655,2020-01-09,0.015666
14655,2020-01-10,0.005398
14655,2020-01-13,0.030683
14655,2020-01-14,-0.000496
14655,2020-01-15,-0.012658
14655,2020-01-16,-0.005530
14655,2020-01-17,0.019970
14655,2020-01-21,-0.007187
14655,2020-01-22,0.022716
14655,2020-01-23,-0.004882
14655,2020-01-24,-0.029924
14655,2020-01-27,-0.048040
14655,2020-01-28,0.033466
14655,2020-01-29,0.005911
14655,2020-01-30,-0.016607
14655,2020-01-31,-0.020785
14655,2020-02-03,0.040064
14655,2020-02-04,0.029337
14655,2020-02-05,-0.010161
